index,brand,model,registration_date,year,price_in_euro,power_kw,power_ps,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description,years_since_registration,T_model_age,T_power_kw,T_mileage,T_car_age,mileage_per_year,color_black,color_blue,color_grey,color_other,color_red,color_silver,color_white,transmission_type_Automatic,transmission_type_Manual
138373,opel,Opel Corsa,2000-01-01,2000,1900,48,65,Petrol,6.3,151 g/km,145500.0,16V City,26.166666666666668,8.087579399090064,3.871201010907891,4111.535981968727,5.115336417740935,672.3319374615156,False,True,False,False,False,False,False,True,False
138374,opel,Opel Corsa,2000-01-01,2000,2990,44,60,Petrol,4.6,123 g/km,75000.0,AUTOMATIK*WENIG KM*Auf Wunsch TÜV-ALLES-NEU*1Hd,26.166666666666668,8.087579399090064,3.784189633918261,2585.490130975654,5.115336417740935,422.78788186942614,False,True,False,False,False,False,False,True,False
138376,opel,Opel Corsa,2000-05-01,2000,2200,40,54,Petrol,5.8,132 g/km,85000.0,Corsa B 1.0*Klimaanlage*Alufelgen*HU/AU Neu*,25.833333333333332,8.087579399090064,3.6888794541139363,2822.235484328031,5.082650227325635,463.9812218117441,False,True,False,False,False,False,False,False,True
138381,opel,Opel Corsa,2000-04-01,2000,2399,40,54,Petrol,5.2,138 g/km,70000.0,"1.0 12V EDITION 2000, 1.Hd., Klima,TÜV Neu",25.916666666666668,8.087579399090064,3.6888794541139363,2463.591108659848,5.090841449767088,404.47467381605463,False,False,False,False,False,True,False,False,True
138382,opel,Opel Corsa,2000-04-01,2000,1750,48,65,Petrol,6.5,151 g/km,77000.0,16V Edition 2000,25.916666666666668,8.087579399090064,3.871201010907891,2633.5617606750952,5.090841449767088,432.38061315416473,False,False,False,False,False,True,False,False,True
138401,opel,Opel Corsa,2000-10-01,2000,1750,66,90,Petrol,7.2,- (g/km),207000.0,1.8 16V,25.416666666666668,8.087579399090064,4.189654742026425,5262.344088025668,5.041494487418058,871.0334999038666,False,False,False,False,False,True,False,True,False
138404,opel,Opel Corsa,2000-08-01,2000,1999,40,54,Petrol,5.8,138 g/km,80277.0,"1.6 Edition 100,Automatik,TÜV NEU,Neu Insp",25.583333333333332,8.087579399090064,3.6888794541139363,2711.526130368388,5.057996968497839,447.5945010320378,False,False,False,False,False,True,False,False,True
138406,opel,Opel Corsa,2000-01-01,2000,3610,48,65,Petrol,6.5,151 g/km,142000.0,1.8 16V,26.166666666666668,8.087579399090064,3.871201010907891,4042.0514858882325,5.115336417740935,660.9696032685976,False,False,False,False,False,True,False,True,False
138409,opel,Opel Corsa,2000-10-01,2000,1000,40,54,Petrol,5.8,138 g/km,96000.0,"** TÜV 10/2023, Glasdach, 1.Hand, wenig Km**",25.416666666666668,8.087579399090064,3.6888794541139363,3073.1931969307666,5.041494487418058,508.68095689418584,False,False,False,True,False,False,False,False,True
138411,opel,Opel Corsa,2000-03-01,2000,1250,40,54,Petrol,5.8,138 g/km,125000.0,12V Edition 100 TÜV Neu,26.0,8.087579399090064,3.6888794541139363,3696.8940915707826,5.0990195135927845,606.1456408413804,False,False,False,True,False,False,False,False,True
138412,opel,Opel Corsa,2001-03-01,2001,1990,43,58,Petrol,5.6,133 g/km,141300.0,"C 1.0 12V Basis Klima Tüv,- Kundendienst Neu",25.0,7.851424410539689,3.7612001156935624,4028.093226046844,5.0,671.3488710078074,False,True,False,False,False,False,False,False,True
138415,opel,Opel Corsa,2001-08-01,2001,1800,55,75,Petrol,6.3,151 g/km,125788.0,1.2 16V Klimaanlage,24.583333333333332,7.851424410539689,4.007333185232471,3713.192361614734,4.958158260214505,623.2114353875944,False,True,False,False,False,False,False,False,True
138428,opel,Opel Corsa,2001-09-01,2001,1500,40,54,Petrol,5.8,- (g/km),59471.0,Corsa Edition 2000 Cool,24.5,7.851424410539689,3.6888794541139363,2197.9290485371157,4.949747468305833,369.41551893512,False,True,False,False,False,False,False,False,True
138446,opel,Opel Corsa,2001-08-01,2001,750,43,58,Petrol,5.6,- (g/km),104400.0,1.6/Automatik /Euro 3 D4 / 87.000 Km. /Nur Export!,24.583333333333332,7.851424410539689,3.7612001156935624,3259.0449395209257,4.958158260214505,546.98864937562,False,False,True,False,False,False,False,False,True
138448,opel,Opel Corsa,2001-11-01,2001,1000,43,58,Petrol,5.6,- (g/km),220000.0,1.0 12V,24.333333333333332,7.851424410539689,3.7612001156935624,5491.561815449227,4.932882862316247,925.6144007713099,False,False,False,True,False,False,False,False,True
138452,opel,Opel Corsa,2001-04-01,2001,1250,43,58,Petrol,5.6,- (g/km),143000.0,Corsa 1.0 12V Comfort,24.916666666666668,7.851424410539689,3.7612001156935624,4061.95610760195,4.9916597106239795,677.9350470120294,False,False,False,False,True,False,False,False,True
138454,opel,Opel Corsa,2001-04-01,2001,1800,43,58,Petrol,5.6,133 g/km,118000.0,"C Basis MFL,wenig KM",24.916666666666668,7.851424410539689,3.7612001156935624,3550.728001937025,4.9916597106239795,592.6117592494663,False,False,False,False,True,False,False,False,True
138455,opel,Opel Corsa,2001-05-01,2001,3000,55,75,Petrol,6.3,- (g/km),135000.0,1.2 16V Comfort,24.833333333333332,7.851424410539689,4.007333185232471,3901.5182069290013,4.983305462575351,652.0673616502439,False,False,False,False,True,False,False,False,True
138456,opel,Opel Corsa,2001-09-01,2001,900,55,75,Petrol,6.3,- (g/km),192780.0,1.2 16V Comfort,24.5,7.851424410539689,4.007333185232471,5006.605627193439,4.949747468305833,841.4820383324691,False,False,False,False,True,False,False,False,True
138460,opel,Opel Corsa,2001-03-01,2001,999,55,75,Petrol,6.2,149 g/km,158000.0,C Basis AUTOMATIK KLIMA TÜV 01/2024,25.0,7.851424410539689,4.007333185232471,4355.7200678390445,5.0,725.9533446398408,True,False,False,False,False,False,False,True,False
138461,opel,Opel Corsa,2001-10-01,2001,2599,43,58,Petrol,5.6,133 g/km,218857.0,C 1.0  Top Gewartet Tüv neu . Sehr schöner Zusta,24.416666666666668,7.851424410539689,3.7612001156935624,5471.574404049961,4.9413223601245315,920.9354538263559,True,False,False,False,False,False,False,False,True
138466,opel,Opel Corsa,2001-12-01,2001,1200,66,90,Petrol,8.0,- (g/km),116666.0,1.2 16V * TÜV NEU * KLIMA * SERVO * ZV,24.25,7.851424410539689,4.189654742026425,3522.5812212407104,4.924428900898052,594.585787113884,True,False,False,False,False,False,False,False,True
138467,opel,Opel Corsa,2001-03-01,2001,1900,55,75,Petrol,6.3,154 g/km,169900.0,Omega Caravan 2.2 16 V,25.0,7.851424410539689,4.007333185232471,4582.84707175036,5.0,763.8078452917266,True,False,False,False,False,False,False,False,True
138471,opel,Opel Corsa,2001-03-01,2001,1950,55,75,Petrol,6.0,143 g/km,236000.0,2.0 DTI Selection Free / Klima / Sitzheizung /Alus,25.0,7.851424410539689,4.007333185232471,5768.1746567650725,5.0,961.3624427941787,True,False,False,False,False,False,False,False,True
138473,opel,Opel Corsa,2001-02-01,2001,1350,55,75,Petrol,6.3,151 g/km,234733.0,1.6 Caravan Elegance,25.083333333333332,7.851424410539689,4.007333185232471,5746.480065881086,5.008326400438906,956.4194224636843,True,False,False,False,False,False,False,False,True
138475,opel,Opel Corsa,2001-04-01,2001,2400,55,75,Petrol,6.3,151 g/km,87800.0,1.0 12V,24.916666666666668,7.851424410539689,4.007333185232471,2886.995860256614,4.9916597106239795,481.8357516428379,True,False,False,False,False,False,False,False,True
138476,opel,Opel Corsa,2001-09-01,2001,2000,43,58,Petrol,5.6,135 g/km,130000.0,1.2 16V Comfort Sport,24.5,7.851424410539689,3.7612001156935624,3799.7965720346365,4.949747468305833,638.6483783179143,True,False,False,False,False,False,False,False,True
138477,opel,Opel Corsa,2001-02-01,2001,1500,55,75,Petrol,6.3,- (g/km),169000.0,2.0 DTI Comfort,25.083333333333332,7.851424410539689,4.007333185232471,4565.84004962973,5.008326400438906,759.9187769319917,True,False,False,False,False,False,False,False,True
138481,opel,Opel Corsa,2001-04-01,2001,2970,55,75,Petrol,6.2,149 g/km,95000.0,Elegance C - Automatik - 95tkm - TÜV neu - Top,24.916666666666668,7.851424410539689,4.007333185232471,3050.7493239414434,4.9916597106239795,509.16598593409344,False,False,False,False,False,True,False,True,False
138483,opel,Opel Corsa,2001-06-01,2001,2100,55,75,Petrol,6.3,- (g/km),120000.0,Corsa 1.2 16V Comfort,24.75,7.851424410539689,4.007333185232471,3592.7489591106737,4.9749371855331,601.3032183517623,False,False,False,False,False,True,False,False,True
138484,opel,Opel Corsa,2001-12-01,2001,1490,55,75,Petrol,6.4,- (g/km),164000.0,Corsa 1.2 16V Fresh,24.25,7.851424410539689,4.007333185232471,4470.856118964823,4.924428900898052,754.6476113988151,False,False,False,False,False,True,False,False,True
138485,opel,Opel Corsa,2001-03-01,2001,2200,43,58,Petrol,5.6,135 g/km,133000.0,1.0 12V Comfort,25.0,7.851424410539689,3.7612001156935624,3860.967524410317,5.0,643.4945874017195,False,False,False,False,False,True,False,False,True
138489,opel,Opel Corsa,2001-09-01,2001,450,43,58,Petrol,5.6,- (g/km),198650.0,1.0 12V Comfort,24.5,7.851424410539689,3.7612001156935624,5112.837602398937,4.949747468305833,859.3369096142155,False,False,False,False,False,True,False,False,True
138491,opel,Opel Corsa,2001-11-01,2001,1500,55,75,Petrol,6.3,151 g/km,132000.0,1.2 16V,24.333333333333332,7.851424410539689,4.007333185232471,3840.6236494197046,4.932882862316247,647.3452684889675,False,False,False,False,False,True,False,False,True
138493,opel,Opel Corsa,2001-06-01,2001,2599,55,75,Petrol,6.3,151 g/km,178116.0,1.2 16V,24.75,7.851424410539689,4.007333185232471,4736.876407433022,4.9749371855331,792.7909968496824,False,False,False,False,False,True,False,True,False
138495,opel,Opel Corsa,2001-09-01,2001,1600,43,58,Petrol,5.6,135 g/km,115000.0,1.0 12V,24.5,7.851424410539689,3.7612001156935624,3487.2934031744317,4.949747468305833,586.1246081033124,False,False,False,False,False,True,False,False,True
138499,opel,Opel Corsa,2001-04-01,2001,2699,43,58,Petrol,5.6,133 g/km,71000.0,Basis C 71tkm  1HD,24.916666666666668,7.851424410539689,3.7612001156935624,2488.1745526519076,4.9916597106239795,415.2730082851761,False,False,False,False,False,True,False,False,True
138504,opel,Opel Corsa,2001-03-01,2001,1299,55,75,Petrol,6.3,- (g/km),180000.0,Corsa 1.2 16V,25.0,7.851424410539689,4.007333185232471,4771.89362229592,5.0,795.3156037159866,False,False,False,False,False,True,False,False,True
138505,opel,Opel Corsa,2001-10-01,2001,1300,43,58,Petrol,5.6,135 g/km,144600.0,1.0 12V Comfort   Tüv/AU 10/2024,24.416666666666668,7.851424410539689,3.7612001156935624,4093.716892795342,4.9413223601245315,689.0245377477779,False,False,False,False,False,True,False,False,True
138506,opel,Opel Corsa,2001-01-01,2001,2222,55,75,Petrol,6.3,151 g/km,202200.0,"1.2 16V Comfort Tüv, Inspektion, Sommerreifen neu",25.166666666666668,7.851424410539689,4.007333185232471,5176.6261978363,5.01663898109747,860.3850445572277,False,False,False,False,False,True,False,False,True
138508,opel,Opel Corsa,2001-05-01,2001,1900,43,58,Petrol,5.6,- (g/km),223500.0,1.0 12V,24.833333333333332,7.851424410539689,3.7612001156935624,5552.572901230257,4.983305462575351,928.0109357546161,False,False,False,False,False,True,False,False,True
138509,opel,Opel Corsa,2001-06-01,2001,7000,48,65,Diesel,4.7,127 g/km,258000.0,1.7 DI 16V Comfort,24.75,7.851424410539689,3.871201010907891,6139.511174710953,4.9749371855331,1027.5440534465083,False,False,False,False,False,True,False,False,True
138510,opel,Opel Corsa,2001-09-01,2001,2000,40,54,Petrol,5.8,- (g/km),170860.0,Corsa Edition 2000 Cool,24.5,7.851424410539689,3.6888794541139363,4600.958133567925,4.949747468305833,773.3030953123847,False,False,False,False,False,True,False,False,True
138529,opel,Opel Corsa,2001-06-01,2001,2800,55,75,Petrol,6.4,- (g/km),100000.0,1.2 16V Elegance,24.75,7.851424410539689,4.007333185232471,3162.2776601683777,4.9749371855331,529.2570552582689,False,False,False,False,False,True,False,False,True
138534,opel,Opel Corsa,2001-05-01,2001,2950,55,75,Petrol,6.4,154 g/km,144500.0,1.2 16V Elegance,24.833333333333332,7.851424410539689,4.007333185232471,4091.734943157946,4.983305462575351,683.8586077129296,False,False,False,False,False,True,False,False,True
138539,opel,Opel Corsa,2001-11-01,2001,2999,55,75,Petrol,6.3,154 g/km,88220.0,1.2 16V COMFORT*HUNEU*,24.333333333333332,7.851424410539689,4.007333185232471,2896.656099558818,4.932882862316247,488.2375342276586,False,False,False,False,False,True,False,False,True
138542,opel,Opel Corsa,2001-04-01,2001,3750,66,90,Petrol,7.2,173 g/km,133000.0,1.4 16V Elegance,24.916666666666668,7.851424410539689,4.189654742026425,3860.967524410317,4.9916597106239795,644.3903210264641,False,False,False,False,False,True,False,True,False
138543,opel,Opel Corsa,2001-02-01,2001,3950,66,90,Petrol,7.2,173 g/km,69800.0,1.4 16V Comfort*Automatik*Schiebedach*,25.083333333333332,7.851424410539689,4.189654742026425,2458.66181217428,5.008326400438906,409.2090955635625,False,False,False,False,False,True,False,True,False
138546,opel,Opel Corsa,2001-06-01,2001,2550,66,90,Petrol,7.2,173 g/km,137279.0,1.4 16V Comfort,24.75,7.851424410539689,4.189654742026425,3947.506691370619,4.9749371855331,660.6775215860972,False,False,False,False,False,True,False,True,False
138549,opel,Opel Corsa,2001-04-01,2001,800,43,58,Petrol,5.6,- (g/km),141500.0,1.0 12V Comfort,24.916666666666668,7.851424410539689,3.7612001156935624,4032.0834128410074,4.9916597106239795,672.9493341705651,False,False,False,False,False,True,False,False,True
138550,opel,Opel Corsa,2001-06-01,2001,599,43,58,Petrol,5.6,- (g/km),196000.0,1.0 12V,24.75,7.851424410539689,3.7612001156935624,5064.997670435199,4.9749371855331,847.7072667305852,False,False,False,False,False,True,False,False,True
138555,opel,Opel Corsa,2001-05-01,2001,2700,66,90,Petrol,7.2,173 g/km,142000.0,1.4 16V Comfort 2 HAND AUTOMATIK GETRIEBE,24.833333333333332,7.851424410539689,4.189654742026425,4042.0514858882325,4.983305462575351,675.5549271503249,False,False,False,False,False,False,True,True,False
138561,opel,Opel Corsa,2002-04-01,2002,2200,55,75,Petrol,6.3,151 g/km,135000.0,1.2 16V Comfort,23.916666666666668,7.611662611020244,4.007333185232471,3901.5182069290013,4.890466917040404,662.3444731762069,False,True,False,False,False,False,False,False,True
138569,opel,Opel Corsa,2002-03-01,2002,1850,55,75,Petrol,6.4,154 g/km,168405.0,Fresh C KLIMA  5 TÜRIGTÜV 12/2023,24.0,7.611662611020244,4.007333185232471,4554.581598733156,4.898979485566356,772.0965312521129,False,True,False,False,False,False,False,False,True
138570,opel,Opel Corsa,2002-10-01,2002,1650,43,58,Petrol,5.6,- (g/km),133136.0,1.0 12V,23.416666666666668,7.611662611020244,3.7612001156935624,3863.7307406135997,4.839077046985992,661.7023049229973,False,True,False,False,False,False,False,False,True
138573,opel,Opel Corsa,2002-07-01,2002,1950,55,75,Petrol,6.4,154 g/km,178000.0,1.2 16V Njoy,23.666666666666668,7.611662611020244,4.007333185232471,4734.716736491084,4.864839839775475,807.3053767606967,False,True,False,False,False,False,False,False,True
138574,opel,Opel Corsa,2002-07-01,2002,3999,66,90,Petrol,7.9,190 g/km,111000.0,C 1.4 Elegance /Automatik/111tkm/Klima/,23.666666666666668,7.611662611020244,4.189654742026425,3401.9355777875717,4.864839839775475,580.0560067668973,False,True,False,False,False,False,False,True,False
138579,opel,Opel Corsa,2002-02-01,2002,900,43,58,Petrol,5.6,135 g/km,230000.0,1.0 12V,24.083333333333332,7.611662611020244,3.7612001156935624,5665.124847051447,4.907477288111819,958.9753071843238,False,True,False,False,False,False,False,False,True
138580,opel,Opel Corsa,2002-01-01,2002,900,55,75,Petrol,6.3,151 g/km,289000.0,1.2 16V,24.166666666666668,7.611662611020244,4.007333185232471,6647.043025669173,4.915960401250875,1123.5780118243722,False,True,False,False,False,False,False,False,True
138581,opel,Opel Corsa,2002-09-01,2002,3690,43,58,Petrol,5.5,132 g/km,123000.0,C Eco AUTOMATIK !!!!,23.5,7.611662611020244,3.7612001156935624,3655.388809842896,4.847679857416329,625.1007064292248,False,True,False,False,False,False,False,True,False
138582,opel,Opel Corsa,2002-11-01,2002,1999,55,75,Petrol,6.3,154 g/km,142000.0,1.2 16V COMFORT*TÜV07.2024*KLIMA*,23.333333333333332,7.611662611020244,4.007333185232471,4042.0514858882325,4.83045891539648,693.2647231617389,False,True,False,False,False,False,False,False,True
138583,opel,Opel Corsa,2002-06-01,2002,2500,43,58,Petrol,5.6,133 g/km,140000.0,C Basis,23.75,7.611662611020244,3.7612001156935624,4002.1155633017524,4.873397172404482,681.3970596276474,False,True,False,False,False,False,False,False,True
138584,opel,Opel Corsa,2002-01-01,2002,2100,43,58,Petrol,5.6,133 g/km,171060.0,C,24.166666666666668,7.611662611020244,3.7612001156935624,4604.727424785555,4.915960401250875,778.3567016121216,False,True,False,False,False,False,False,False,True
138586,opel,Opel Corsa,2002-11-01,2002,1300,55,75,Petrol,6.4,154 g/km,200100.0,1.2 16V Elegance,23.333333333333332,7.611662611020244,4.007333185232471,5138.933077335709,4.83045891539648,881.3942696286462,False,True,False,False,False,False,False,False,True
138589,opel,Opel Corsa,2002-06-01,2002,1200,43,58,Petrol,5.6,- (g/km),176000.0,1.0 12V,23.75,7.611662611020244,3.7612001156935624,4697.4143208549895,4.873397172404482,799.7780812312983,False,True,False,False,False,False,False,False,True
138590,opel,Opel Corsa,2002-12-01,2002,1200,44,60,Petrol,7.3,- (g/km),200000.0,Corsa Swing,23.25,7.611662611020244,3.784189633918261,5137.135214831108,4.8218253804964775,882.3925279588203,False,True,False,False,False,False,False,False,True
138592,opel,Opel Corsa,2002-12-01,2002,1250,43,58,Petrol,4.9,- (g/km),220000.0,1,23.25,7.611662611020244,3.7612001156935624,5491.561815449227,4.8218253804964775,943.2714752741199,False,True,False,False,False,False,False,False,True
138593,opel,Opel Corsa,2002-01-01,2002,1250,43,58,Petrol,4.9,- (g/km),220000.0,1.0 12V Eco,24.166666666666668,7.611662611020244,3.7612001156935624,5491.561815449227,4.915960401250875,928.2620982872176,False,True,False,False,False,False,False,False,True
138594,opel,Opel Corsa,2002-07-01,2002,1550,55,75,Petrol,6.4,154 g/km,129000.0,1.2 16V Sport,23.666666666666668,7.611662611020244,4.007333185232471,3779.312441707037,4.864839839775475,644.4016452206683,False,True,False,False,False,False,False,False,True
138598,opel,Opel Corsa,2002-12-01,2002,1800,55,75,Petrol,6.4,- (g/km),118500.0,1.2 16V Comfort TÜV 03/2023,23.25,7.611662611020244,4.007333185232471,3561.2531405894388,4.8218253804964775,611.707309621461,False,True,False,False,False,False,False,False,True
138607,opel,Opel Corsa,2002-11-01,2002,500,55,75,Petrol,6.3,151 g/km,142690.0,1.2 16V Comfort,23.333333333333332,7.611662611020244,4.007333185232471,4055.7901539761365,4.83045891539648,695.6210845197829,False,True,False,False,False,False,False,False,True
138613,opel,Opel Corsa,2002-06-01,2002,1890,44,60,Petrol,5.3,- (g/km),2001.0,1.0 12V,23.75,7.611662611020244,3.784189633918261,204.5846107081896,4.873397172404482,34.8324155004208,False,True,False,False,False,False,False,False,True
138618,opel,Opel Corsa,2002-06-01,2002,1950,43,58,Petrol,4.9,- (g/km),110000.0,C Eco Tec *Tüv neu 06/25 * 110km* 2 hand,23.75,7.611662611020244,3.7612001156935624,3380.452824814291,4.873397172404482,575.5532489266998,False,False,True,False,False,False,False,False,True
138619,opel,Opel Corsa,2002-02-01,2002,2500,55,75,Petrol,6.3,- (g/km),115000.0,1.2 12V,24.083333333333332,7.611662611020244,4.007333185232471,3487.2934031744317,4.907477288111819,590.3185459878526,False,False,True,False,False,False,False,False,True
138620,opel,Opel Corsa,2002-07-01,2002,1490,43,58,Petrol,5.6,135 g/km,190000.0,1.0 Comfort*KLIMA* ISOFIX*TÜV AU 01/2024,23.666666666666668,7.611662611020244,3.7612001156935624,4955.956898107205,4.864839839775475,845.0285145888887,False,False,True,False,False,False,False,False,True
138636,opel,Opel Corsa,2002-01-01,2002,350,43,58,Petrol,4.9,118 g/km,222442.0,1.0 12V Eco,24.166666666666668,7.611662611020244,3.7612001156935624,5534.160545704851,4.915960401250875,935.4627432148977,False,False,True,False,False,False,False,False,True
138639,opel,Opel Corsa,2002-08-01,2002,1499,55,75,Petrol,6.1,154 g/km,222000.0,1.2 16V Sport ( Tüv & ÖL Service Neu ),23.583333333333332,7.611662611020244,4.007333185232471,5526.460650614979,4.856267428111155,943.6831084740012,False,False,True,False,False,False,False,False,True
138642,opel,Opel Corsa,2002-01-01,2002,1799,43,58,Petrol,5.6,135 g/km,151000.0,1.0 12V HU/AU NEU bei Kauf,24.166666666666668,7.611662611020244,3.7612001156935624,4219.722223540228,4.915960401250875,713.2776315825249,False,False,False,False,True,False,False,False,True
138646,opel,Opel Corsa,2002-09-01,2002,1621,55,75,Petrol,6.3,- (g/km),107069.0,Corsa 1.2 16V,23.5,7.611662611020244,4.007333185232471,3317.146272476552,4.847679857416329,567.2585287427416,False,False,False,False,True,False,False,False,True
138647,opel,Opel Corsa,2002-01-01,2002,1700,48,65,Diesel,4.7,127 g/km,106023.0,Fresh C NUR 106.023 KM GELAUFEN,24.166666666666668,7.611662611020244,3.871201010907891,3294.4283161781204,4.915960401250875,556.871258888336,False,False,False,False,True,False,False,False,True
